标题,标题链接,摘要,来源,时间
上海：接连两起“斗气车”事件引关注,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F06%2F03%2FARTINC4k0rbYWIA6kcZkPQWT230603.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D22,"
		                        								                        							
		                        									                        							中山大学工学院广东省智能交通系统重点实验室的研究显示，导致驾驶员""路怒症""发生的原因复杂多样，包括驾驶员个人因素、环境因素和群体因素等。　　		                        						",来源：新闻,发布时间：2023-06-03 19:47:15
指向海洋、指向世界——粤港澳大湾区文化高质量发展未来之路,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Focean.cctv.com%2F2023%2F07%2F28%2FARTI1J3HesROm32DB4CC1zcw230728.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D22,"
		                        								                        							
		                        									                        							在""海洋文化与新发展格局""线上讨论环节中，广东省人民政府文史研究馆馆员、中山大学原副校长徐远通提出这样的观点。		                        						",来源：海洋,发布时间：2023-07-28 14:58:01
进口水果调查：电商售卖名录之外水果多是国产,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F07%2F07%2FARTId7oeVxGgzV4dvnKzpD2q230707.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D22,"
		                        								                        							
		                        									                        							中山大学公共卫生学院营养学系教授蒋卓勤表示""很难""：""一是消费者没有太多时间和办法去追溯这个问题，二是很少会有商家主动提供进口的文件等等。""蒋卓勤表示，消费者通过正规渠道购买是最好的选择。　　		                        						",来源：新闻,发布时间：2023-07-07 12:19:43
乳腺癌年轻化明显 专家呼吁进一步加强早筛早诊早治,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F10%2F11%2FARTIzId74w8v8PWmugjVHlDw231011.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D22,"
		                        								                        							
		                        									                        							中山大学肿瘤防治中心内科乳腺病区主任王树森表示，乳腺癌患者年龄范围广，从十几岁到90多岁都有可能。从我国整体来看，我国乳腺癌发病的高峰年龄比国外年轻约10岁左右。　　		                        						",来源：新闻,发布时间：2023-10-11 06:18:13
【8点见】恒大：许家印已被依法采取强制措施,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F09%2F29%2FARTIkF43zj22xI9pWlVamATS230929.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D22,"
		                        								                        							
		                        									                        							·中山大学回应""副研究员被妻子举报出轨女博士后""：与李某某解聘，杨某退站。·山西古县通报""5名初中生肢体冲突""：无身体损伤，双方达成谅解。		                        						",来源：新闻,发布时间：2023-09-29 08:00:12
毕业生专场！直播带货“大奖赛”，就业创业“首秀”,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Flocal.cctv.com%2F2023%2F07%2F21%2FARTIDcAg2XgzGpkPIJXM2n6S230721.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D22,"
		                        								                        							
		                        									                        							""虚拟现实""的酷炫招聘专场　　赛前对这些""擂台赛选手""进行指导的都是具备实战经验的行业精英，包括：中山大学医学博士、快团团头部团长王花；快手千万粉丝电商网红""橘子miya""；跨境电商资深培训师澳门科技大学博士张岷		                        						",来源：地方频道,发布时间：2023-07-21 15:25:43
哈尼梯田申遗十周年 打造“活态”传承新样式,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F06%2F25%2FARTIRmgbO8AMGQgeVgqRf8Ii230625.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D22,"
		                        								                        							
		                        									                        							新华社记者 刘诗平 摄　　2018年1月，中山大学保继刚教授团队应元阳县政府邀请来调研，编制""阿者科计划""，以""房、人、田""为基础，65户村民以传统民居、梯田、居住、户籍等入股，以分红鼓励村民保护传统民居		                        						",来源：新闻,发布时间：2023-06-25 13:48:41
不吃主食可以减肥？辨一辨这些传言的“含金量”,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F05%2F16%2FARTIDwmSJtthfNeo4VaJWVu8230516.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D22,"
		                        								                        							
		                        									                        							记者采访中山大学附属第六医院营养与微生态科马腾辉副主任医师和张丽娜主治医师，辨一辨这些传言的""含金量""。　　营养都在汤里？		                        						",来源：新闻,发布时间：2023-05-16 13:58:33
大湾区高质量发展动能澎湃,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F06%2F26%2FARTICBcKpNHEsz2XAJKubsta230626.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D23,"
		                        								                        							
		                        									                        							不久前举办的文化强国论坛人文湾区分论坛上，中山大学党委书记、中山大学岭南文化研究院院长陈春声认为，粤港澳三地虽然相对独立发展，但大湾区的人同宗同言，一脉相承，有着共同的文化基因。		                        						",来源：新闻,发布时间：2023-06-26 16:35:17
中国人民大学成功举办首届“金徽杯”校友网球公开赛,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fsports.cctv.com%2F2023%2F10%2F06%2FARTIhhWhy9yeGU1oeVmXxVbw231006.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D23,"
		                        								                        							
		                        									                        							本次比赛以双打单项赛的形式进行，来自北京大学、清华大学、复旦大学、中山大学、中国科学技术大学、中共中央党校、中欧国际工商学院等全国36所高等院校及教育机构130名校友齐聚人大校园，以球会友、以球交友，在挥拍击球中体悟竞技精神		                        						",来源：体育,发布时间：2023-10-06 11:25:10
共商高等教育国际化 助力深圳国际化创新型城市发展——深圳高校国际合作座谈会成功举办,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fedu.cctv.com%2F2023%2F05%2F05%2FARTINYXj2bno26GcQo9TRZY6230505.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D23,"
		                        								                        							
		                        									                        							深圳市财政局代表、深圳市审计局代表以及来自南方科技大学、深圳大学、深圳技术大学、香港中文大学（深圳）、深圳北理莫斯科大学、中山大学·深圳、哈尔滨工业大学（深圳）、深圳职业技术学院、深圳信息职业技术学院、		                        						",来源：教育,发布时间：2023-05-05 19:13:27
《山水间的家》：千年家风助乡村振兴，“老家真好”悟浓浓乡愁,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Ftv.cctv.com%2F2023%2F09%2F29%2FARTIZD454xDuVE7drp1OgH1f230929.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D23,"
		                        								                        							
		                        									                        							本期节目，主持人撒贝宁，中山大学中文系教授彭玉平，歌手玲花、曾毅将走进江西双井村，帮助""黄庭坚第32代后人""黄林军筹备""百人家宴""伴手礼，感受家风传承带给双井村村民的影响与激励。""		                        						",来源：CCTV其他,发布时间：2023-09-29 16:29:02
专精特新看中国｜数量跃居全国第一 广东助力专精特新“小巨人”企业提质升维,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Flocal.cctv.com%2F2023%2F09%2F20%2FARTIlKDfObODH5zwDQp8PBf4230920.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D23,"
		                        								                        							
		                        									                        							中山大学岭南学院经济学教授林江表示，需要从企业实际需求出发，为企业发展营造更好的环境和创新生态。他认为，要通过优化政策环境、提供创新资源和改善市场环境，构建一个良好的创新创业生态体系。		                        						",来源：地方频道,发布时间：2023-09-20 20:59:05
备战“村BA”，泛舟海上牧场，《山水间的家》解锁多彩乡村生活,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Ftv.cctv.com%2F2023%2F09%2F15%2FARTIRj2NgpwCetX0ht0Ef5v7230915.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D23,"
		                        								                        							
		                        									                        							本周的""山水之旅""，主持人撒贝宁、马凡舒，中山大学中文系教授彭玉平将走进""村BA""故乡，跟随台盘村篮球队队长李正恩参与球赛的筹备与举办，探索体育赛事如何促进经济增长和产业升级，成为助推乡村振兴的""新动能		                        						",来源：CCTV其他,发布时间：2023-09-15 11:07:43
黑土地上锄野豆，天府粮仓迎丰收，《山水间的家》解锁“丰”景“密码”,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Ftv.cctv.com%2F2023%2F09%2F02%2FARTIp5bHi90JWI1D3DKLUXhb230902.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D23,"
		                        								                        							
		                        									                        							本期节目，主持人撒贝宁、中山大学中文系教授彭玉平、冬奥冠军杨扬将探访风光旖旎的小山村，聆听""绿水青山、冰天雪地""变成""金山银山""的""逆袭""故事。""		                        						",来源：CCTV其他,发布时间：2023-09-02 12:42:47
撒贝宁、朱广权带队！《山水间的家》解锁和美乡村蝶变密码,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Ftv.cctv.com%2F2023%2F08%2F19%2FARTIKYuPBJYXJzJdcIbrWHxE230819.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D23,"
		                        								                        							
		                        									                        							主持人撒贝宁将和中南大学中文系教授杨雨、影视演员何冰前往湖南省油溪桥村，在劳动中探寻""积分制""的神奇感召力和凝聚力；主持人朱广权、王嘉宁，中山大学中文系教授彭玉平将走进广西壮族自治区石井村的万亩茉莉花海		                        						",来源：CCTV其他,发布时间：2023-08-19 14:37:49
乐见发受灾补助成为“教育风景线”,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F08%2F06%2FARTIOWF8LHpukieozVvvWbLs230806.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D23,"
		                        								                        							
		                        									                        							西北工业大学、华东师范大学、厦门大学、上海交通大学、中山大学、大连理工大学、同济大学等高校相继发声，受灾学生可向学校申请补助。　　从南到北，从部属高校到地方高校，做出类似申明的高校还有很多。		                        						",来源：新闻,发布时间：2023-08-06 00:33:49
第十九届中国国际动漫节大咖云集,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fedu.cctv.com%2F2023%2F06%2F20%2FARTIj2n6YB8PCsxRJsP5eDIJ230620.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D23,"
		                        								                        							
		                        									                        							故事分镜师  皮克斯动画工作室 乔西•塞利格  中容桥创始人兼总裁 慕容引刀  著名动漫艺术家，潮玩设计师，  卡通形象""刀刀狗""之父 叶露盈  艺术家，中国美术学院  插画与漫画系教师、副主任 林帝浣  中山大学艺术学院教师		                        						",来源：教育,发布时间：2023-06-20 15:55:27
海峡两岸互联互通与海洋工程发展研讨会在厦门集美开幕,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Focean.cctv.com%2F2023%2F06%2F19%2FARTIjufgGIG5CDwThtcw8zlw230619.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D24,"
		                        								                        							
		                        									                        							在主旨报告会上，厦门大学教授柴扉、福建工程学院交通运输研究所所长吕英志、台湾中山大学项目研究员田文敏、福建省高速公路信息科技有限公司副总经理王阳生分别作了题为《中国近海生态环境模拟和预报》《出行即服务(		                        						",来源：海洋,发布时间：2023-06-19 17:22:15
科创50ETF期权昨日平稳上市 股票期权市场步入注册制新时代,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fjingji.cctv.com%2F2023%2F06%2F06%2FARTIFfPiKzlyJ7N4be2iy57h230606.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D24,"
		                        								                        							
		                        									                        							中山大学岭南学院教授韩乾对《证券日报》记者表示。　　		                        						",来源：经济,发布时间：2023-06-06 11:43:04
锚定目标任务 深学细照笃行（学思想 强党性 重实践 建新功）,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F05%2F05%2FARTIaPT5B0PqtbwoJXsFixyh230505.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D24,"
		                        								                        							
		                        									                        							中山大学开展多种形式的主题党日活动，党员、干部走进中共三大会址纪念馆、国家863计划项目海水养殖种子工程南方基地等开展实践调研，扎实落实以学铸魂、以学增智、以学正风、以学促干。　　		                        						",来源：新闻,发布时间：2023-05-05 10:30:29
焦点访谈：小快递跑出“加速度”,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F07%2F25%2FARTId7X5SpIdInHUR4LZWzLm230725.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D24,"
		                        								                        							
		                        									                        							在中山大学附属第七医院内，一名正在抢救的病人急需用血，需要从宝安区中心血站调血。从宝安区中心血站到位于光明区的中山大学附属第七医院大约41公里，沿途路况复杂，交通繁忙。		                        						",来源：新闻,发布时间：2023-07-25 22:05:22
市委书记邀约、焰火秀礼遇 这些地方呼唤学子返乡,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F08%2F23%2FARTIGT7pdtDhvDGp0DbaGUjl230823.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D24,"
		                        								                        							
		                        									                        							在广西钦州，市委组织部8月1日至2日联合市人力资源社会保障局组织开展钦州市2023年""钦才回乡""硕博学子返乡调研活动，组织就读于清华大学、中山大学等重点高校的23名钦州籍硕士、博士学生代表，走进灵山县、		                        						",来源：新闻,发布时间：2023-08-23 07:04:52
一眼千年！广州海珠国家湿地公园形象宣传MV首发,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fbusiness.cctv.com%2F2023%2F09%2F04%2FARTI67E8jvg8OdUsvn5Dr76c230904.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D24,"
		                        								                        							
		                        									                        							谈及《一眼千年》的创作缘起，毕业于中山大学中文系的刘剑峰表示，他在海珠工作和生活了多年，对这片土地有着深厚的情感，想通过这首讴歌大美海珠湿地和千年广州的歌曲，让大家看得见绿水青山、留得住美丽乡愁，看得到广州和海珠深厚的历史底蕴和创新活力		                        						",来源：产业+,发布时间：2023-09-04 09:49:57
期货服务实体经济见实效,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F09%2F02%2FARTItIngpV9Ohe78OZngPtTP230902.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D24,"
		                        								                        							
		                        									                        							中山大学岭南学院教授韩乾认为，我国商品期货和期权品种日趋齐全，越来越凸显出服务实体经济和经济结构转型的功能，在品种选择、合约设计、交易机制上都表现出了创新性。		                        						",来源：新闻,发布时间：2023-09-02 11:57:54
聚焦高质量发展丨广东：向海图强 激发蓝色经济新动能,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F06%2F08%2FARTIJnBA873peIgQUUcVtmQN230608.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D24,"
		                        								                        							
		                        									                        							加强海洋科技创新 打造蓝色科技引擎　　海洋综合科考实习船""中山大学""号在星辰大海的征途中""解锁""深蓝奥秘；落户湛江徐闻罗斗沙海域的深远海浮式风电装备""扶摇号""，实现了一级部件国产化；海洋药物、海洋可再生能源		                        						",来源：新闻,发布时间：2023-06-08 14:18:12
十年磨一剑，敢为天下先——中国自贸区建设交出亮眼“成绩单”,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F08%2F03%2FARTIHjjL05G2xpQ17Won5Apa230803.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D25,"
		                        								                        							
		                        									                        							中山大学自贸区综合研究院近日发布的""2022-2023年度中国自由贸易试验区制度创新指数""显示，中国54个自贸片区制度创新指数总体得分平均值为78.03分，相较去年76.7分有所提升。　　		                        						",来源：新闻,发布时间：2023-08-03 14:16:16
传统茶饮，年轻人爱不爱？（文末送福利）,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fghrp.cctv.com%2F2023%2F07%2F22%2FARTIVLqmjgDAJHKQUb3rBTZx230722.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D25,"
		                        								                        							
		                        									                        							前阵子，中山大学寄出2023年本科录取通知书，随赠普洱茶砖，寓意""添砖加瓦""，引来众人羡慕，分分钟恨自己毕业太早。现在的年轻人，还喝茶吗？对于传统茶文化，他们究竟有着怎样的态度？		                        						",来源：光华锐评频道,发布时间：2023-07-22 12:00:11
从南海之滨到天山南麓 看粤疆同心 山海情长,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Flocal.cctv.com%2F2023%2F10%2F23%2FARTIYYmN34s8FA9jOsCEbIXH231023.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D25,"
		                        								                        							
		                        									                        							△中山大学附属喀什医院。中山大学对口支援喀地一院已进入第12个年头。		                        						",来源：地方频道,发布时间：2023-10-23 19:53:40
“预制菜进校园”引热议  听听家长、专家、学校怎么说,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F09%2F20%2FARTIayeMnBviedhM26FecQfC230920.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D25,"
		                        								                        							
		                        									                        							中山大学孙逸仙纪念医院临床营养科主任陈超刚表示，从营养学角度看，在食品安全有严格监管的前提下，预制菜反而比食堂现买现做模式更容易做到营养均衡。""		                        						",来源：新闻,发布时间：2023-09-20 09:17:26
他们，在异国谱写大爱之歌,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fpeople.cctv.com%2F2023%2F10%2F20%2FARTIIZ9SaCenhrtTNNK9sax1231020.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D25,"
		                        								                        							
		                        									                        							作为中国援多米尼克医疗队的一员，中山大学附属第一医院心内科副主任医师吴德熙于2019年赴多米尼克工作，帮助当地创立了首个心血管专科；开展了多项首例心血管疾病诊疗技术；三次参加多米尼克总理主持的新冠病毒防治特别工作会议		                        						",来源：新闻,发布时间：2023-10-20 06:22:56
高考志愿填报相关App会员费不菲，AI填报靠不靠谱？,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fedu.cctv.com%2F2023%2F06%2F26%2FARTIZokq2WPbZfDkGHZZX6Nd230626.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D26,"
		                        								                        							
		                        									                        							ChatGPT回答的目标大学包括厦门大学、福州大学、中国科技大学、上海交通大学、浙江大学、中国人民大学、中山大学。		                        						",来源：教育,发布时间：2023-06-26 09:55:34
高考志愿填报相关App会员费不菲，AI填报靠不靠谱？,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F06%2F26%2FARTIlImzbVHFxNvCmWb32R6R230626.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D26,"
		                        								                        							
		                        									                        							ChatGPT回答的目标大学包括厦门大学、福州大学、中国科技大学、上海交通大学、浙江大学、中国人民大学、中山大学。		                        						",来源：新闻,发布时间：2023-06-26 06:39:50
“共建‘一带一路’在马尔代夫深入人心”,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F06%2F11%2FARTIS0j3VPEq1B3oyYhveHnU230611.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D26,"
		                        								                        							
		                        									                        							来自中国中山大学中山眼科中心的医生向武正在接诊患者，不时起身去另一诊室给需要激光治疗的患者滴眼药水散瞳。　　""很多患者都等了好久才看上病，有的甚至等了几年才盼来中国医生。		                        						",来源：新闻,发布时间：2023-06-11 12:13:43
完美收官，2023中国国际涂料博览会闪耀六大亮点,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fbusiness.cctv.com%2F2023%2F08%2F14%2FARTISO8duOqOabyCkYj0Fwci230814.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D26,"
		                        								                        							
		                        									                        							江南大学化学与材料工程学院、南昌航空大学材料学院高分子系、哈尔滨工程大学材料科学与工程学院、上海工程技术大学、江西科技师范大学化学化工学院、扬州大学化学化工学院、西北大学长安校区化学与材料科学学院 、中山大学		                        						",来源：产业+,发布时间：2023-08-14 21:16:14
